ts_0 elapsed_0 pkg_0 pp0_0 dram_0 ts_1 elapsed_1 pkg_1 pp0_1 dram_1 
1335562139.328022 0.009996 16.832705 3.517054 1.613510 1335562139.328080 0.009996 17.406669 4.168869 1.602824 
1335562139.338007 0.009985 17.251576 3.909074 1.616810 1335562139.338072 0.009992 17.395404 4.158343 1.606528 
1335562139.348023 0.010016 16.870650 3.551154 1.585908 1335562139.348078 0.010006 17.387724 4.149447 1.599695 
1335562139.358025 0.010002 16.834879 3.522586 2.376868 1335562139.358083 0.010005 17.377180 4.154418 1.601373 
1335562139.368006 0.009981 16.896257 3.534577 1.600650 1335562139.368077 0.009994 17.675652 4.455174 1.601603 
1335562139.378006 0.010000 17.166154 3.843693 1.608278 1335562139.378080 0.010003 17.694728 4.467919 1.757270 
1335562139.388020 0.010014 17.149660 3.836770 1.609066 1335562139.388076 0.009996 17.405142 4.162763 1.599771 
1335562139.398022 0.010002 16.837930 3.514958 1.611022 1335562139.398076 0.010000 17.367570 4.147343 1.600648 
1335562139.408023 0.010001 16.851741 3.521396 1.592867 1335562139.408077 0.010001 17.384223 4.156102 1.602022 
1335562139.418023 0.010000 16.830460 3.520206 2.143862 1335562139.418080 0.010003 17.415578 4.168939 1.601678 
1335562139.428027 0.010004 17.146997 3.832984 2.164347 1335562139.428081 0.010001 17.370491 4.154576 1.602022 
1335562139.438025 0.009998 16.902349 3.562084 1.607059 1335562139.438080 0.009999 17.418060 4.167577 1.599275 
1335562139.448034 0.010009 15.156571 3.170958 1.457421 1335562139.448094 0.010014 17.722585 4.437122 1.436884 
1335562139.458020 0.009986 16.849585 3.528221 1.615127 1335562139.458085 0.009991 15.570457 3.728052 1.602100 
1335562139.468023 0.010003 16.881686 3.532844 1.613881 1335562139.468080 0.009995 17.632747 4.389104 1.604504 
1335562139.478022 0.009999 16.825962 3.517490 1.587067 1335562139.478083 0.010003 17.600153 4.382496 1.600153 
1335562139.488025 0.010003 16.860330 3.526742 2.153875 1335562139.488086 0.010003 17.397273 4.164363 1.760320 
